1,0.084701649,0.895298351
1,0.553425401,0.426574599
1,0.916701194,0.063298806
1,0.101244364,0.878755636
1,0.834149685,0.145850315
1,0.874437934,0.105562066
1,0.744344435,0.235655565
1,0.608302207,0.371697793
1,0.920559931,0.059440069
1,0.721159148,0.258840852
1,0.48111811,0.49888189
1,0.370307775,0.609692225
1,0.276749418,0.703250582
1,0.257737055,0.722262945
1,0.773842816,0.206157184
1,0.565176488,0.414823512
1,0.886948537,0.093051463
1,0.601831542,0.378168458
1,0.822274286,0.157725714
1,0.730694928,0.249305072
1,0.097918844,0.882081156
1,0.868306721,0.111693279
1,0.161290259,0.818709741
1,0.069194804,0.910805196
1,0.149329579,0.830670421
1,0.084642211,0.895357789
1,0.68641267,0.29358733
1,0.310075345,0.669924655
1,0.826682232,0.153317768
1,0.443198355,0.536801645
1,0.567637619,0.412362381
1,0.784427206,0.195572794
1,0.060550668,0.919449332
1,0.181727589,0.798272411
1,0.922283068,0.057716932
1,0.290739297,0.689260703
1,0.219619669,0.760380331
1,0.037394825,0.942605175
1,0.63411769,0.34588231
1,0.973769523,0.006230477
1,0.554345875,0.425654125
1,0.601984091,0.378015909
1,0.709498296,0.270501704
1,0.719247196,0.260752804
1,0.983394908,0.003394908
1,0.102648761,0.877351239
1,0.705173405,0.274826595
1,0.656451999,0.323548001
1,0.938370919,0.041629081
1,0.61458871,0.36541129
1,0.981459318,0.001459318
1,0.203296343,0.776703657
1,0.328553885,0.651446115
1,0.360958145,0.619041855
1,0.509282935,0.470717065
1,0.628381674,0.351618326
1,0.219729786,0.760270214
1,0.290834315,0.689165685
1,0.428805642,0.551194358
1,0.060394688,0.919605312
1,0.481988089,0.498011911
1,0.403732747,0.576267253
1,0.098894486,0.881105514
1,0.174053055,0.805946945
1,0.21591803,0.76408197
1,0.720570914,0.259429086
1,0.015049828,0.964950172
1,0.998785172,0.018785172
1,0.220359241,0.759640759
1,0.947884733,0.032115267
1,0.280100323,0.699899677
1,0.212095205,0.767904795
1,0.708840952,0.271159048
1,0.716203481,0.263796519
1,0.381617323,0.598382677
1,0.82580664,0.15419336
1,0.294722629,0.685277371
1,0.865726514,0.114273486
1,0.782730221,0.197269779
1,0.667071664,0.312928336
1,0.227782946,0.752217054
1,0.468040768,0.511959232
1,0.580932236,0.399067764
1,0.486358969,0.493641031
1,0.298445031,0.681554969
